distributor,zrep,category,demand segment,year,period,rolling_period,sell_out_actuals_qty,sell_out_forecast_qty_deimos,sell_out_forecast_qty,price,in_transit,target_inventory,beginning_inventory,woh_inventory_required,sell_in_actuals_qty,sell_in_forecast_qty,ending_inventory,planner_group,doh
D8,Product_200,C2,Seg 1,2022,5,P-50,88.1,124.2,124.2,133.71,0,6,0,193.3,317.5,317.5,193.3,High,43.6
D8,Product_200,C2,Seg 1,2022,6,P-49,102.9,128.9,128.9,133.67,0,6,0,208.2,337.1,337.1,208.2,High,45.2
D8,Product_200,C2,Seg 1,2022,7,P-48,104.1,138.8,138.8,133.71,0,6,0,188.3,327.1,327.1,188.3,High,38
D8,Product_200,C2,Seg 1,2022,8,P-47,91.4,125.5,125.5,133.75,0,6,0,177.4,302.9,302.9,177.4,High,39.6
D8,Product_200,C2,Seg 1,2022,9,P-46,119.4,118.3,118.3,133.68,0,6,0,198.4,316.7,316.7,198.4,High,47
D8,Product_200,C2,Seg 1,2022,10,P-45,127.9,132.3,132.3,133.68,0,6,0,198.6,330.9,330.9,198.6,High,42
D8,Product_200,C2,Seg 1,2022,11,P-44,167.9,132.4,132.4,133.71,0,6,0,198.1,330.5,330.5,198.1,High,41.9
D8,Product_200,C2,Seg 1,2022,12,P-43,100.2,132.1,132.1,133.69,0,6,0,192.8,324.9,324.9,192.8,High,40.9
D8,Product_200,C2,Seg 1,2022,13,P-42,100.9,128.5,128.5,133.74,0,6,0,189.7,318.2,318.2,189.7,High,41.3
D8,Product_200,C2,Seg 1,2023,1,P-41,124.7,126.5,126.5,133.67,0,6,0,195.2,321.7,321.7,195.2,High,43.2
D8,Product_200,C2,Seg 1,2023,2,P-40,182.3,130.2,130.2,133.67,0,6,0,196.4,326.6,326.6,196.4,High,42.3
D8,Product_200,C2,Seg 1,2023,3,P-39,123.7,131,131,133.67,0,6,0,197.2,328.1,328.1,197.2,High,42.2
D8,Product_200,C2,Seg 1,2023,4,P-38,103.4,131.5,131.5,133.67,0,6,0,197,328.4,328.4,197,High,42
D8,Product_200,C2,Seg 1,2023,5,P-37,128.2,131.3,131.3,133.73,0,6,0,198.2,329.5,329.5,198.2,High,42.3
D8,Product_200,C2,Seg 1,2023,6,P-36,92.6,132.1,132.1,133.73,0,6,0,195.7,327.8,327.8,195.7,High,41.5
D8,Product_200,C2,Seg 1,2023,7,P-35,163.4,130.5,130.5,133.69,0,6,0,194.4,324.9,324.9,194.4,High,41.7
D8,Product_200,C2,Seg 1,2023,8,P-34,108.4,129.6,129.6,133.70,0,6,0,203.2,332.8,332.8,203.2,High,43.9
D8,Product_200,C2,Seg 1,2023,9,P-33,78.5,135.4,135.4,133.76,0,6,0,194.1,329.5,329.5,194.1,High,40.1
D8,Product_200,C2,Seg 1,2023,10,P-32,150,129.4,129.4,133.70,0,6,0,197.2,326.6,326.6,197.2,High,42.7
D8,Product_200,C2,Seg 1,2023,11,P-31,111.8,131.5,131.5,133.70,0,6,0,202.9,334.4,334.4,202.9,High,43.2
D8,Product_200,C2,Seg 1,2023,12,P-30,96.7,135.3,135.3,133.70,0,6,0,198.9,334.2,334.2,198.9,High,41.2
D8,Product_200,C2,Seg 1,2023,13,P-29,105,132.6,132.6,133.72,0,6,0,185.8,318.4,318.4,185.8,High,39.2
D8,Product_200,C2,Seg 1,2024,1,P-28,106.7,123.9,123.9,133.66,0,6,0,185.1,308.9,308.9,185.1,High,41.8
D8,Product_200,C2,Seg 1,2024,2,P-27,126.8,123.4,123.4,133.68,0,6,0,196.8,320.2,320.2,196.8,High,44.7
D8,Product_200,C2,Seg 1,2024,3,P-26,140.9,131.2,131.2,133.72,0,6,0,202.7,334,334,202.7,High,43.3
D8,Product_200,C2,Seg 1,2024,4,P-25,116.6,135.2,135.2,133.67,0,6,0,193.2,328.4,328.4,193.2,High,40
D8,Product_200,C2,Seg 1,2024,5,P-24,123.3,128.8,128.8,133.71,0,6,0,195,323.8,323.8,195,High,42.4
D8,Product_200,C2,Seg 1,2024,6,P-23,127.2,130,130,133.69,0,6,0,192.5,322.4,322.4,192.5,High,41.5
D8,Product_200,C2,Seg 1,2024,7,P-22,136,128.3,128.3,133.72,0,6,0,197.4,325.7,325.7,197.4,High,43.1
D8,Product_200,C2,Seg 1,2024,8,P-21,93,131.6,131.6,133.72,0,6,0,194.7,326.3,326.3,194.7,High,41.4
D8,Product_200,C2,Seg 1,2024,9,P-20,113.8,129.8,129.8,133.69,0,6,0,190.2,320,320,190.2,High,41
D8,Product_200,C2,Seg 1,2024,10,P-19,115.6,126.8,126.8,133.73,0,6,0,201.5,328.3,328.3,201.5,High,44.5
D8,Product_200,C2,Seg 1,2024,11,P-18,102.4,134.3,134.3,133.73,0,6,0,191.9,326.3,326.3,191.9,High,40
D8,Product_200,C2,Seg 1,2024,12,P-17,97.5,128,128,133.67,0,6,0,186.9,314.8,314.8,186.9,High,40.9
D8,Product_200,C2,Seg 1,2024,13,P-16,133,124.6,124.6,133.69,0,6,294.8,201.3,31.2,31.2,201.3,High,45.2
D8,Product_200,C2,Seg 1,2025,1,P-15,92.5,134.2,134.2,133.72,0,6,308.3,197.1,23.1,23.1,197.1,High,41.1
D8,Product_200,C2,Seg 1,2025,2,P-14,112.7,131.4,131.4,133.70,0,6,292.2,194,33.2,33.2,194,High,41.3
D8,Product_200,C2,Seg 1,2025,3,P-13,105.1,129.3,129.3,133.73,0,6,211,210.8,129.1,129.1,210.8,High,45.6
D8,Product_200,C2,Seg 1,2025,4,P-12,163.3,140.6,140.6,133.66,0,6,258.5,198.7,80.7,80.7,198.7,High,39.6
D8,Product_200,C2,Seg 1,2025,5,P-11,88.6,132.5,132.5,133.67,0,6,158.1,188.5,162.9,162.9,188.5,High,39.8
D8,Product_200,C2,Seg 1,2025,6,P-10,84.3,125.6,125.6,133.76,0,6,194.4,194.9,126.2,126.2,194.9,High,43.4
D8,Product_200,C2,Seg 1,2025,7,P-9,171.7,130,130,133.66,0,6,467.7,184.5,0,0,337.7,High,72.8
D8,Product_200,C2,Seg 1,2025,8,P-8,83.5,123,123,133.69,0,6,364,195.8,0,0,241,High,54.9
D8,Product_200,C2,Seg 1,2025,9,P-7,152.5,130.5,130.5,133.73,0,6,329.8,209.4,10.2,10.2,209.4,High,44.9
D8,Product_200,C2,Seg 1,2025,10,P-6,155.4,139.6,139.6,133.72,0,6,294.8,195.2,40.1,40.1,195.2,High,39.2
D8,Product_200,C2,Seg 1,2025,11,P-5,131,130.1,130.1,133.75,0,6,227.4,197.6,100.3,100.3,197.6,High,42.5
D8,Product_200,C2,Seg 1,2025,12,P-4,160.5,131.7,131.7,133.74,0,6,128.3,196,199.4,199.4,196,High,41.7
D8,Product_200,C2,Seg 1,2025,13,P-3,136.4,130.7,130.7,133.66,0,6,213.3,191.9,109.3,109.3,191.9,High,41.1
D8,Product_200,C2,Seg 1,2026,1,P-2,133.3,127.9,127.9,133.74,0,6,315.7,194.9,7.2,7.2,194.9,High,42.7
D8,Product_200,C2,Seg 1,2026,2,P-1,146.9,130,130,133.66,144,6,340.9,194.9,0,0,211,High,45.5
D8,Product_200,C2,Seg 1,2026,3,P+0,23.5,130,130,133.66,12,6,424.3,194.9,,0,294.4,High,63.4
D8,Product_200,C2,Seg 1,2026,4,P+1,,130,130,133.66,24,6,294.4,194.9,,30.5,194.9,High,42
D8,Product_200,C2,Seg 1,2026,5,P+2,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,6,P+3,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,7,P+4,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,8,P+5,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,9,P+6,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,10,P+7,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,11,P+8,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2026,12,P+9,,130,130,133.66,0,6,194.9,243.7,,178.7,243.7,High,52.5
D8,Product_200,C2,Seg 1,2026,13,P+10,,162.4,162.4,133.75,0,6,243.7,194.9,,113.7,194.9,High,33.6
D8,Product_200,C2,Seg 1,2027,1,P+11,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,2,P+12,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,3,P+13,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,4,P+14,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,5,P+15,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,6,P+16,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,7,P+17,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,8,P+18,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,9,P+19,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,10,P+20,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,11,P+21,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,12,P+22,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2027,13,P+23,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,1,P+24,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,2,P+25,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,3,P+26,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,4,P+27,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,5,P+28,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,6,P+29,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,7,P+30,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,8,P+31,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,9,P+32,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,10,P+33,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,11,P+34,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,12,P+35,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2028,13,P+36,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2029,1,P+37,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2029,2,P+38,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_200,C2,Seg 1,2029,3,P+39,,130,130,133.66,0,6,194.9,194.9,,130,194.9,High,42
D8,Product_201,C2,Seg 1,2021,1,P-67,2,15.1,15.1,1.00,0,6,0,24.2,39.3,39.3,24.2,High,45
D8,Product_201,C2,Seg 1,2021,2,P-66,,16.1,16.1,1.00,0,6,0,26.2,42.4,42.4,26.2,High,45.5
D8,Product_201,C2,Seg 1,2021,3,P-65,,17.5,17.5,1.00,0,6,0,128.1,145.6,145.6,128.1,High,205.1
D8,Product_201,C2,Seg 1,2021,4,P-64,44,85.4,85.4,1.00,0,6,0,27.7,113.1,113.1,27.7,High,9.1
D8,Product_201,C2,Seg 1,2021,5,P-63,10,18.5,18.5,1.00,0,6,0,0,18.5,18.5,0,High,0
D8,Product_201,C2,Seg 1,2021,6,P-62,26,0,0,#DIV/0!,0,6,0,355.9,355.9,355.9,355.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2021,7,P-61,20,237.3,237.3,1.00,0,6,0,0,237.3,237.3,0,High,0
D8,Product_201,C2,Seg 1,2021,8,P-60,12,0,0,#DIV/0!,0,6,0,24.4,24.4,24.4,24.4,High,#DIV/0!
D8,Product_201,C2,Seg 1,2021,9,P-59,11,16.2,16.2,1.00,0,6,0,72.2,88.4,88.4,72.2,High,124.4
D8,Product_201,C2,Seg 1,2021,10,P-58,21,48.1,48.1,1.00,0,6,0,110.1,158.2,158.2,110.1,High,64.1
D8,Product_201,C2,Seg 1,2021,11,P-57,11,73.4,73.4,1.00,0,6,0,49.5,122.9,122.9,49.5,High,18.9
D8,Product_201,C2,Seg 1,2021,12,P-56,16,33,33,1.00,0,6,0,50.6,83.6,83.6,50.6,High,42.9
D8,Product_201,C2,Seg 1,2021,13,P-55,23,33.7,33.7,1.00,0,6,0,53.1,86.8,86.8,53.1,High,44
D8,Product_201,C2,Seg 1,2022,1,P-54,13,35.4,35.4,1.00,0,6,0,53.4,88.8,88.8,53.4,High,42.3
D8,Product_201,C2,Seg 1,2022,2,P-53,14,35.6,35.6,1.00,0,6,0,57.4,93,93,57.4,High,45.1
D8,Product_201,C2,Seg 1,2022,3,P-52,16,38.2,38.2,1.00,0,6,0,129.7,167.9,167.9,129.7,High,94.9
D8,Product_201,C2,Seg 1,2022,4,P-51,65,86.4,86.4,1.00,0,6,0,64.8,151.2,151.2,64.8,High,21
D8,Product_201,C2,Seg 1,2022,5,P-50,22,43.2,43.2,1.00,0,6,0,48.3,91.5,91.5,48.3,High,31.3
D8,Product_201,C2,Seg 1,2022,6,P-49,18,32.2,32.2,1.00,0,6,0,327.8,360,360,327.8,High,285.1
D8,Product_201,C2,Seg 1,2022,7,P-48,644,218.6,218.6,1.00,0,6,0,31.5,250.1,250.1,31.5,High,4
D8,Product_201,C2,Seg 1,2022,8,P-47,,21,21,1.00,0,6,0,50.9,71.9,71.9,50.9,High,67.8
D8,Product_201,C2,Seg 1,2022,9,P-46,,33.9,33.9,1.00,0,6,0,78.5,112.4,112.4,78.5,High,64.8
D8,Product_201,C2,Seg 1,2022,10,P-45,13,52.3,52.3,1.00,0,6,0,98.7,151,151,98.7,High,52.8
D8,Product_201,C2,Seg 1,2022,11,P-44,65,65.8,65.8,1.00,0,6,0,41.8,107.6,107.6,41.8,High,17.8
D8,Product_201,C2,Seg 1,2022,12,P-43,,27.9,27.9,1.00,0,6,0,39.2,67.1,67.1,39.2,High,39.4
D8,Product_201,C2,Seg 1,2022,13,P-42,,26.2,26.2,1.00,0,6,0,34.7,60.9,60.9,34.7,High,37.2
D8,Product_201,C2,Seg 1,2023,1,P-41,,23.1,23.1,1.00,0,6,0,26.4,49.5,49.5,26.4,High,31.9
D8,Product_201,C2,Seg 1,2023,2,P-40,,17.6,17.6,1.00,0,6,0,24.4,42,42,24.4,High,38.8
D8,Product_201,C2,Seg 1,2023,3,P-39,,16.2,16.2,1.00,0,6,0,61.9,78.1,78.1,61.9,High,106.7
D8,Product_201,C2,Seg 1,2023,4,P-38,,41.3,41.3,1.00,0,6,0,29.1,70.4,70.4,29.1,High,19.8
D8,Product_201,C2,Seg 1,2023,5,P-37,,19.4,19.4,1.00,0,6,0,26.9,46.4,46.4,26.9,High,38.9
D8,Product_201,C2,Seg 1,2023,6,P-36,,18,18,1.00,0,6,0,204.8,222.7,222.7,204.8,High,319.2
D8,Product_201,C2,Seg 1,2023,7,P-35,,136.5,136.5,1.00,0,6,0,0,136.5,136.5,0,High,0
D8,Product_201,C2,Seg 1,2023,8,P-34,,0,0,#DIV/0!,0,6,0,0.4,0.4,0.4,0.4,High,#DIV/0!
D8,Product_201,C2,Seg 1,2023,9,P-33,,0.2,0.2,1.00,0,6,0,13.2,13.4,13.4,13.2,High,1545.7
D8,Product_201,C2,Seg 1,2023,10,P-32,,8.8,8.8,1.00,0,6,0,27.6,36.4,36.4,27.6,High,88.3
D8,Product_201,C2,Seg 1,2023,11,P-31,,18.4,18.4,1.00,0,6,0,0,18.4,18.4,0,High,0
D8,Product_201,C2,Seg 1,2023,12,P-30,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2023,13,P-29,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,1,P-28,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,2,P-27,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,3,P-26,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,4,P-25,,0,0,#DIV/0!,0,6,0,11.5,11.5,11.5,11.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,5,P-24,,7.7,7.7,1.00,0,6,0,26.9,34.6,34.6,26.9,High,98.2
D8,Product_201,C2,Seg 1,2024,6,P-23,,17.9,17.9,1.00,0,6,0,114.5,132.4,132.4,114.5,High,178.7
D8,Product_201,C2,Seg 1,2024,7,P-22,,76.3,76.3,1.00,0,6,0,0,76.3,76.3,0,High,0
D8,Product_201,C2,Seg 1,2024,8,P-21,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,9,P-20,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,10,P-19,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,11,P-18,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,12,P-17,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2024,13,P-16,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,1,P-15,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,2,P-14,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,3,P-13,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,4,P-12,,0,0,#DIV/0!,0,6,0,14.4,14.4,14.4,14.4,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,5,P-11,,9.6,9.6,1.00,0,6,0,36.3,45.9,45.9,36.3,High,106
D8,Product_201,C2,Seg 1,2025,6,P-10,,24.2,24.2,1.00,0,6,0,33.7,58,58,33.7,High,39
D8,Product_201,C2,Seg 1,2025,7,P-9,,22.5,22.5,1.00,0,6,0,17.4,39.9,39.9,17.4,High,21.7
D8,Product_201,C2,Seg 1,2025,8,P-8,,11.6,11.6,1.00,0,6,0,0,11.6,11.6,0,High,0
D8,Product_201,C2,Seg 1,2025,9,P-7,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,10,P-6,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,11,P-5,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,12,P-4,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2025,13,P-3,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,1,P-2,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,2,P-1,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,3,P+0,,0,0,#DIV/0!,0,6,0,0,,0,0,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,4,P+1,,0,0,#DIV/0!,0,6,0,19.3,,19.3,19.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,5,P+2,,12.9,12.9,1.00,0,6,19.3,40.5,,34,40.5,High,87.9
D8,Product_201,C2,Seg 1,2026,6,P+3,,27,27,1.00,0,6,40.5,0,,0,13.5,High,14
D8,Product_201,C2,Seg 1,2026,7,P+4,,0,0,#DIV/0!,0,6,13.5,40.4,,26.9,40.4,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,8,P+5,,26.9,26.9,1.00,0,6,40.4,0,,0,13.5,High,14
D8,Product_201,C2,Seg 1,2026,9,P+6,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,10,P+7,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,11,P+8,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,12,P+9,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2026,13,P+10,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,1,P+11,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,2,P+12,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,3,P+13,,0,0,#DIV/0!,0,6,13.5,0,,0,13.5,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,4,P+14,,0,0,#DIV/0!,0,6,13.5,25.4,,12,25.4,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,5,P+15,,16.9,16.9,1.00,0,6,25.4,38.9,,30.4,38.9,High,64.2
D8,Product_201,C2,Seg 1,2027,6,P+16,,25.9,25.9,1.00,0,6,38.9,0,,0,13,High,14
D8,Product_201,C2,Seg 1,2027,7,P+17,,0,0,#DIV/0!,0,6,13,66.8,,53.9,66.8,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,8,P+18,,44.5,44.5,1.00,0,6,66.8,0,,0,22.3,High,14
D8,Product_201,C2,Seg 1,2027,9,P+19,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,10,P+20,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,11,P+21,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,12,P+22,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2027,13,P+23,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,1,P+24,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,2,P+25,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,3,P+26,,0,0,#DIV/0!,0,6,22.3,0,,0,22.3,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,4,P+27,,0,0,#DIV/0!,0,6,22.3,31.8,,9.5,31.8,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,5,P+28,,21.2,21.2,1.00,0,6,31.8,31.4,,20.8,31.4,High,41.5
D8,Product_201,C2,Seg 1,2028,6,P+29,,20.9,20.9,1.00,0,6,31.4,0,,0,10.5,High,14
D8,Product_201,C2,Seg 1,2028,7,P+30,,0,0,#DIV/0!,0,6,10.5,95.7,,85.2,95.7,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,8,P+31,,63.8,63.8,1.00,0,6,95.7,0,,0,31.9,High,14
D8,Product_201,C2,Seg 1,2028,9,P+32,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,10,P+33,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,11,P+34,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,12,P+35,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2028,13,P+36,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2029,1,P+37,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2029,2,P+38,,0,0,#DIV/0!,0,6,31.9,0,,0,31.9,High,#DIV/0!
D8,Product_201,C2,Seg 1,2029,3,P+39,,0,0,#DIV/0!,0,6,31.9,31.9,,0,31.9,High,#DIV/0!
D8,Product_202,C2,Seg 1,2021,4,P-64,3,17.7,17.7,1.00,0,6,0,33.4,51.1,51.1,33.4,High,52.9
D8,Product_202,C2,Seg 1,2021,5,P-63,,22.3,22.3,1.00,0,6,0,55,77.3,77.3,55,High,69.1
D8,Product_202,C2,Seg 1,2021,6,P-62,13,36.7,36.7,1.00,0,6,0,27.1,63.8,63.8,27.1,High,20.7
D8,Product_202,C2,Seg 1,2021,7,P-61,21,18,18,1.00,0,6,0,0,18,18,0,High,0
D8,Product_202,C2,Seg 1,2021,8,P-60,8,0,0,#DIV/0!,0,6,0,359,359,359,359,High,#DIV/0!
D8,Product_202,C2,Seg 1,2021,9,P-59,6,239.3,239.3,1.00,0,6,0,0,239.3,239.3,0,High,0
D8,Product_202,C2,Seg 1,2021,10,P-58,9,0,0,#DIV/0!,0,6,0,10.6,10.6,10.6,10.6,High,#DIV/0!
D8,Product_202,C2,Seg 1,2021,11,P-57,10,7.1,7.1,1.00,0,6,0,30.4,37.5,37.5,30.4,High,120.2
D8,Product_202,C2,Seg 1,2021,12,P-56,8,20.3,20.3,1.00,0,6,0,46,66.3,66.3,46,High,63.5
D8,Product_202,C2,Seg 1,2021,13,P-55,13,30.7,30.7,1.00,0,6,0,38.6,69.3,69.3,38.6,High,35.3
D8,Product_202,C2,Seg 1,2022,1,P-54,7,25.8,25.8,1.00,0,6,0,30.5,56.3,56.3,30.5,High,33.2
D8,Product_202,C2,Seg 1,2022,2,P-53,10,20.4,20.4,1.00,0,6,0,27.9,48.3,48.3,27.9,High,38.4
D8,Product_202,C2,Seg 1,2022,3,P-52,6,18.6,18.6,1.00,0,6,0,42.1,60.7,60.7,42.1,High,63.3
D8,Product_202,C2,Seg 1,2022,4,P-51,20,28,28,1.00,0,6,0,44.5,72.5,72.5,44.5,High,44.4
D8,Product_202,C2,Seg 1,2022,5,P-50,12,29.6,29.6,1.00,0,6,0,58.2,87.9,87.9,58.2,High,55
D8,Product_202,C2,Seg 1,2022,6,P-49,3,38.8,38.8,1.00,0,6,0,44,82.8,82.8,44,High,31.7
